_id,timestamp,double_values_0,double_values_1,double_values_2,accuracy
10287,1373576760709,-1.842681885,3.832122803,10.26777649,2
10288,1373576760730,-1.806976318,3.438171387,11.71147156,2
10289,1373576760755,-1.98550415,2.962097168,10.5141449,2
10290,1373576760772,-1.329711914,2.932342529,9.49772644,2
10291,1373576760793,-2.054534912,2.678833008,9.343002319,2
10292,1373576760816,-1.727233887,2.333679199,8.893112183,2
10293,1373576760841,-1.737945557,2.588378906,8.641983032,2
10294,1373576761028,-1.660583496,2.877593994,8.868118286,2
10295,1373576761053,-1.514190674,2.968048096,8.665786743,2
10296,1373576761077,-1.53918457,3.229888916,8.239700317,2
10297,1373576761099,-1.630828857,3.208465576,8.671737671,2
10298,1373576761119,-2.016448975,3.045410156,8.819320679,2
10299,1373576761141,-1.860534668,3.098968506,8.461074829,2
10300,1373576761164,-1.724853516,3.338195801,9.164474487,2
10301,1373576761182,-1.780792236,3.248931885,8.893112183,2
10302,1373576761201,-1.778411865,3.378662109,8.641983032,2
10303,1373576761219,-1.781982422,3.298919678,8.943099976,2
10304,1373576761247,-1.488006592,3.390563965,9.099014282,2
10305,1373576761265,-1.682006836,3.470306396,8.993087769,2
10306,1373576761282,-1.806976318,3.326293945,9.008560181,2
10307,1373576761299,-1.62487793,3.344146729,9.469161987,2
10308,1373576761319,-1.627258301,3.321533203,9.451309204,2
10309,1373576761395,-1.762939453,3.459594727,9.190658569,2
10310,1373576761469,-1.741516113,3.438171387,9.245407104,2
10311,1373576761518,-1.593933105,3.409606934,9.05140686,2
10312,1373576761591,-1.657012939,3.598846436,9.338241577,2
10313,1373576761664,-1.779602051,3.328674316,9.118057251,2
10314,1373576761722,-1.728424072,3.046600342,9.357284546,2
10315,1373576761794,-2.07119751,3.029937744,8.555099487,2
10316,1373576761889,-1.621307373,3.484588623,8.603897095,2
10317,1373576761951,-1.802215576,3.144195557,8.781234741,2
10318,1373576762003,-1.768890381,3.478637695,8.545578003,2
10319,1373576762064,-1.380889893,3.922576904,8.945480347,2
10320,1373576762114,-1.249969482,3.833312988,9.22517395,2
10321,1373576762172,-1.579650879,3.563140869,9.372756958,2
10322,1373576762220,-1.482055664,3.727386475,9.166854858,2
10323,1373576762290,-1.457061768,3.796417236,8.969284058,2
10324,1373576762388,-1.347564697,3.647644043,8.92048645,2
10325,1373576762455,-1.302337646,3.713104248,8.996658325,2
10326,1373576762524,-1.289245605,3.723815918,9.095443726,2
10327,1373576762573,-1.361846924,3.652404785,9.089492798,2
10328,1373576762667,-1.430877686,3.525054932,9.237075806,2
10329,1373576762733,-1.45111084,3.422698975,9.285873413,2
10330,1373576762864,-1.44039917,3.534576416,8.98475647,2
10331,1373576762879,-1.536804199,3.465545654,8.881210327,2
10332,1373576762894,-1.585601807,3.395324707,9.175186157,2
10333,1373576762909,-1.545135498,3.427459717,9.068069458,2
10334,1373576762930,-1.526092529,3.469116211,9.031173706,2
10335,1373576762953,-1.533233643,3.484588623,9.074020386,2
10336,1373576762968,-1.636779785,3.369140625,8.958572388,2
10337,1373576762983,-1.636779785,3.35723877,9.024032593,2
10338,1373576763010,-1.515380859,3.469116211,8.968093872,2
10339,1373576763025,-1.608215332,3.394134521,9.208511353,2
10340,1373576763040,-1.589172363,3.363189697,9.103775024,2
10341,1373576763057,-1.524902344,3.452453613,9.112106323,2
10342,1373576763074,-1.423736572,3.692871094,9.229934692,2
10343,1373576763089,-1.184509277,3.829742432,9.194229126,2
10344,1373576763104,-1.078582764,3.821411133,8.955001831,2
10345,1373576763119,-1.390411377,3.532196045,9.151382446,2
10346,1373576763142,-1.171417236,3.819030762,8.916915894,2
10347,1373576763158,-1.423736572,3.447692871,9.012130737,2
10348,1373576763173,-1.589172363,3.557189941,9.059738159,2
10349,1373576763188,-1.452301025,3.510772705,9.113296509,2
10350,1373576763203,-1.533233643,3.553619385,8.921676636,2
10351,1373576763218,-1.433258057,3.5440979,9.058547974,2
10352,1373576763236,-1.442779541,3.557189941,8.997848511,2
10353,1373576763253,-1.559417725,3.39175415,9.207321167,2
10354,1373576763270,-1.473724365,3.383422852,9.213272095,2
10355,1373576763285,-1.435638428,3.377471924,9.346572876,2
10356,1373576763300,-1.48324585,3.276306152,9.15852356,2
10357,1373576763319,-1.351135254,3.410797119,9.071640015,2
10358,1373576763335,-1.171417236,3.570281982,9.347763062,2
10359,1373576763350,-1.460632324,3.510772705,9.14781189,2
10360,1373576763372,-1.485626221,3.406036377,8.862167358,2
10361,1373576763387,-1.480865479,3.438171387,8.855026245,2
10362,1373576763403,-1.442779541,3.432220459,9.149002075,2
10363,1373576763419,-1.361846924,3.553619385,9.434646606,2
10364,1373576763434,-1.26663208,3.666687012,9.294204712,2
10365,1373576763452,-1.142852783,3.683349609,8.763381958,2
10366,1373576763469,-1.219024658,3.81427002,8.259933472,2
10367,1373576763487,-1.416595459,3.68572998,8.695541382,2
10368,1373576763506,-1.70223999,3.481018066,9.209701538,2
10369,1373576763601,-1.664154053,3.342956543,9.328720093,2
10370,1373576763739,-1.505859375,3.465545654,9.559616089,2
10371,1373576763911,-1.468963623,3.788085938,9.890487671,2
10372,1373576763988,-1.485626221,3.669067383,9.670303345,2
10373,1373576764072,-1.622497559,3.539337158,8.926437378,2
10374,1373576764132,-1.818878174,3.347717285,7.998092651,2
10375,1373576764207,-1.138092041,3.673828125,9.329910278,2
10376,1373576764261,-1.710571289,3.680969238,8.631271362,2
10377,1373576764311,-1.357086182,3.735717773,7.608901978,2
10378,1373576764368,-1.075012207,4.180847168,7.936203003,2
10379,1373576764420,-1.903381348,3.846405029,8.809799194,2
